id,country_id,city_id,name,slug,type,place_kind,category,tags,description_short,lat,lng,address,website,phone,instagram,google_maps_url,price_level
pty-horizon-rooftop-bar,th,pty,🍹 Horizon Rooftop Bar,pty-horizon-rooftop-bar,rooftop,business,rooftop,"[""rooftop"",""bar"",""view""]","Руфтоп-бар с видом на Паттайю и Сиамский залив. - 🍹 Коктейли - 🌅 Закат - 🎶 Лёгкая музыка - 🕒 17:00–00:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Карты, наличные",12.943,100.8857,Pattaya,—,,,,
pty-the-glass-house,th,pty,🥂 The Glass House,pty-the-glass-house,restaurant,business,restaurant,"[""restaurant"",""sea"",""romantic""]","Ресторан у моря с тайской и интернациональной кухней и романтической атмосферой. - 🍽 Морепродукты - 🍷 Вино - 🌅 Закат - 🕒 11:00–23:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Карты",12.9007,100.8709,Jomtien / South Pattaya,—,,,,
pty-mum-aroi,th,pty,🦐 Mum Aroi,pty-mum-aroi,seafood,business,seafood,"[""seafood"",""local"",""thai-food""]","Известный ресторан морепродуктов, популярный среди местных жителей. - 🍤 Морепродукты - 🍚 Тайские блюда - 🍺 Пиво - 🕒 10:00–22:00 - 🌐 Тайский, базовый английский - 📶 Wi-Fi - 💳 Наличные",12.9496,100.8843,Pattaya,—,,,,
usm-chaweng-beach,th,usm,🏖️ Chaweng Beach,usm-chaweng-beach,beach,showplace,beach,"[""beach"",""resort"",""nightlife""]","Самый популярный и развитый пляж Самуи с белым песком, прозрачной водой и насыщенной курортной жизнью. - 🏖 Купание и пляжный отдых - 🚶 Прогулку по Chaweng Walking Street - 🌅 Рассвет над Сиамским заливом - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет стабильный - 💳 Наличные, карты",9.531,100.0635,"Chaweng, Koh Samui",—,,,,
usm-lamai-beach,th,usm,🏖️ Lamai Beach,usm-lamai-beach,beach,showplace,beach,"[""beach"",""relaxed"",""sea""]","Второй по популярности пляж Самуи с более спокойной атмосферой и живописными видами. - 🏖 Купание - 🚶 Прогулку вдоль пляжа - 🌅 Закат - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет стабильный - 💳 Наличные",9.4696,100.0455,"Lamai, Koh Samui",—,,,,
usm-big-buddha-temple,th,usm,🛕 Big Buddha Temple,usm-big-buddha-temple,temple,showplace,temple,"[""temple"",""landmark"",""culture""]","Одна из главных святынь Самуи — 12-метровая статуя Будды на небольшом острове у северного побережья. - 🛕 Статую Будды - 🔭 Смотровые площадки - 🚶 Территорию храма - 🕒 08:00–18:00 - 🌐 Тайский, английский - 📶 Связь стабильная - 💳 Наличные",9.5724,100.0616,"Big Buddha, Koh Samui",—,,,,
usm-na-muang-waterfalls,th,usm,💦 Na Muang Waterfalls,usm-na-muang-waterfalls,waterfall,showplace,waterfall,"[""waterfall"",""nature"",""jungle""]","Два живописных водопада в центре острова, популярные для купания и прогулок. - 💦 Купание в природных бассейнах - 🚶 Прогулку по тропам - 🌿 Осмотр окрестностей - 🕒 08:00–17:00 - 🌐 Тайский, базовый английский - 📶 Связь слабая - 💳 Наличные",9.4549,100.0096,"Na Muang, Koh Samui",—,,,,
usm-fisherman-s-village,th,usm,🌊 Fisherman’s Village,usm-fisherman-s-village,village,showplace,village,"[""village"",""walking"",""food""]","Исторический район Бопхута с набережной, ресторанами и вечерним рынком. - 🚶 Прогулку по набережной - 🍽 Ужин у моря - 🛍 Friday Night Market - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет стабильный - 💳 Наличные, карты",9.5666,100.0307,"Bophut, Koh Samui",—,,,,
usm-ang-thong-national-marine-park,th,usm,🏝️ Ang Thong National Marine Park,usm-ang-thong-national-marine-park,islands,showplace,islands,"[""islands"",""marine-park"",""snorkeling""]","Морской национальный парк из десятков островов с лагунами и смотровыми площадками. - 🚤 Лодочную экскурсию - 🤿 Сноркелинг - 🔭 Смотровые площадки - 🕒 По расписанию туров - 🌐 Тайский, английский - 📶 Связь ограниченная - 💳 Наличные",9.74,99.68,Ang Thong Marine Park,—,,,,
usm-coco-tam-s,th,usm,🍹 Coco Tam’s,usm-coco-tam-s,bar,business,bar,"[""bar"",""beach"",""nightlife""]","Популярный пляжный бар с коктейлями, огненными шоу и видом на море в районе Бопхут. - 🍹 Коктейли - 🔥 Огненное шоу - 🌅 Закат - 🕒 16:00–00:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Наличные, карты",9.5669,100.0302,"Bophut, Koh Samui",—,,,,
usm-dining-on-the-rocks,th,usm,🍽️ Dining on the Rocks,usm-dining-on-the-rocks,fine-dining,business,fine-dining,"[""fine-dining"",""view"",""premium""]","Ресторан высокой кухни на скале с панорамным видом на Сиамский залив. - 🍽 Дегустационные сеты - 🍷 Винную карту - 🌅 Закат - 🕒 18:00–22:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Карты",9.5721,100.0402,Koh Samui,—,,,,
